children,lower_gross,payor_3c,rule1_current,rule2_post_gross,rule3_post_net
1,0.0,1.0,1.0,0.828099303482587,0.720951330296998
1,2500.0,0.9960711207328563,0.9960711207328563,0.8181861137394097,0.7100872228772331
1,5000.0,0.9837464364903389,0.9837464364903382,0.8090624417152821,0.6985677952306069
1,7500.0,0.9717230185579914,0.971723018557991,0.8001381025710358,0.6874242311848766
1,10000.0,0.9599899540203237,0.959989954020324,0.7914067075794042,0.6771143783629539
1,12500.0,0.9485368507454139,0.9485368507454143,0.7828621343988794,0.6671778666284779
1,15000.0,0.9373538066852788,0.937353806685279,0.7744985135720494,0.6582475970146013
1,17500.0,0.9264313813225944,0.9264313813225943,0.7664310396171501,0.650512673106887
1,20000.0,0.915760569090708,0.9157605690907076,0.7606737405225626,0.6458213484373053
1,22500.0,0.9053327746096526,0.9053327746096521,0.7579137418958334,0.6450733962750647
1,25000.0,0.8951397895950426,0.8951397895950424,0.7516552587735569,0.6405473401130488
1,27500.0,0.8851737713094749,0.8851737713094746,0.7455639973900852,0.6373182999688306
1,30000.0,0.8754272224375462,0.8754272224375462,0.7396345284681844,0.6345017334912348
1,32500.0,0.865892972275951,0.8658929722759513,0.7338616552478472,0.6323727912124334
1,35000.0,0.8565641591394885,0.8565641591394888,0.7282404011707607,0.6303165612282627
1,37500.0,0.8474342138922524,0.847434213892252,0.7227659983393389,0.628331349637586
1,40000.0,0.8384968445209409,0.8384968445209404,0.717433876694069,0.6264155147485327
1,42500.0,0.829746021674153,0.8297460216741525,0.7122396538575543,0.6246126396000204
1,45000.0,0.8211759650978319,0.821175965097832,0.7071791255978206,0.6230023587193181
1,47500.0,0.8127811309027267,0.812781130902726,0.7022482568672788,0.6214533951428047
1,50000.0,0.804556199604935,0.8045561996049355,0.6974431733772082,0.6199644226616429
1,52500.0,0.7964960648853127,0.7964960648853129,0.69276015367079,0.617856573260859
1,55000.0,0.7885958230178379,0.788595823017838,0.6881956216606125,0.614647330268156
1,57500.0,0.7808507629209422,0.7808507629209419,0.6837461395992027,0.6115386608134259
1,60000.0,0.7732563567893933,0.7732563567893925,0.67940840145355,0.608527587372412
1,62500.0,0.7658082512675882,0.7658082512675878,0.6751792266567921,0.6056112488068752
1,65000.0,0.7585022591280987,0.7585022591280983,0.6711080332394045,0.6028586091233199
1,67500.0,0.7513343514220482,0.7513343514220481,0.6671477618760289,0.6002066995801739
1,70000.0,0.7443006500703994,0.7443006500703996,0.6632837643945859,0.5976368376802436
1,72500.0,0.7373974208675264,0.737397420867527,0.6595134007434685,0.5951467085862563
1,75000.0,0.7306210668705523,0.7306210668705524,0.6558341265251136,0.5927340837286652
1,77500.0,0.7239681221498608,0.7239681221498608,0.6517219404904563,0.5896850515889244
1,80000.0,0.7174352458779705,0.7174352458779708,0.6475605015603756,0.5865247635458414
1,82500.0,0.7110192167355875,0.7110192167355877,0.6434592114673199,0.5834036951681897
1,85000.0,0.7047169276151577,0.7047169276151578,0.63941684200755,0.5803212657369926
1,87500.0,0.698525380603624,0.6985253806036235,0.6354321953862112,0.57727689862881
1,90000.0,0.6924416822273627,0.6924416822273622,0.631504103436225,0.5742700218508152
1,92500.0,0.6864630389434566,0.686463038943457,0.6276314268501297,0.5715389016173411
1,95000.0,0.6805867528625431,0.6805867528625436,0.6238130544257072,0.5692573419910257
1,97500.0,0.6748102176894768,0.674810217689477,0.6200479023260669,0.5669952258187407
1,100000.0,0.6691309148689775,0.6691309148689777,0.6163349133547193,0.5647524878784959
1,102500.0,0.6635464099242859,0.6635464099242858,0.61267305624604,0.5625290526889489
1,105000.0,0.6580543489776459,0.658054348977646,0.6090613249714195,0.5603248353848657
1,107500.0,0.6526524554421634,0.6526524554421633,0.6054987380612986,0.558139742529983
1,110000.0,0.6473385268752768,0.647338526875277,0.6019843379432029,0.5559736728718229
1,112500.0,0.6421104319847002,0.6421104319847006,0.5985171902958203,0.553826518042645
1,115000.0,0.6369661077782905,0.6369661077782905,0.5950963834191039,0.5516981632104146
1,117500.0,0.6319035568498289,0.6319035568498294,0.5917210276203263,0.5495884876833627
1,120000.0,0.6269208447932174,0.626920844793217,0.5883902546159663,0.5474973654714472
1,122500.0,0.622016097738055,0.6220160977380556,0.5851032169492731,0.545424665807779
1,125000.0,0.6171875,0.6171875,0.5818590874233129,0.5433702536328391
1,127500.0,0.6124332918397278,0.6124332918397283,0.5786570585492801,0.5413339900441139
1,130000.0,0.6077517673246741,0.6077517673246746,0.5754963420098317,0.5393224801345119
1,132500.0,0.6031412722881038,0.6031412722881043,0.57237616813718,0.5374333193110178
1,135000.0,0.5986002023803788,0.5986002023803791,0.5692957854056672,0.5355596052614853
1,137500.0,0.5941270012075994,0.5941270012075995,0.5662544599385305,0.5337012423969313
1,140000.0,0.5897201585530845,0.5897201585530842,0.5632514750285574,0.5318581315594392
1,142500.0,0.5853782086774182,0.5853782086774185,0.5602861306723217,0.5300301703567936
1,145000.0,0.5810997286930488,0.5810997286930489,0.5573577431176884,0.528217253474749
1,147500.0,0.5768833370096474,0.5768833370096479,0.5544656444242696,0.5264192729684073
1,150000.0,0.572727691846661,0.5727276918466612,0.551609182036512,0.5246361185340729
2,0.0,1.0,1.0,0.7577867860696518,0.6073503074111166
2,2500.0,0.9960711207328563,0.9960711207328569,0.7488413946160092,0.5986345987234137
2,5000.0,0.9837464364903389,0.9837464364903389,0.7408815931586765,0.5897726950860869
2,7500.0,0.9717230185579914,0.9717230185579916,0.7330854299303854,0.5811763081548198
2,10000.0,0.9599899540203237,0.959989954020324,0.7254480635969479,0.5730477049167362
2,12500.0,0.9485368507454139,0.9485368507454143,0.7179648335916865,0.5653738598378251
2,15000.0,0.9373538066852788,0.9373538066852785,0.7106312523342025,0.5579065419176096
2,17500.0,0.9264313813225944,0.9264313813225948,0.7035638215967333,0.5507944707573584
2,20000.0,0.915760569090708,0.9157605690907081,0.6987778068673344,0.5466438270806899
2,22500.0,0.9053327746096526,0.9053327746096529,0.6976279634863816,0.5471706493557404
2,25000.0,0.8951397895950426,0.895139789595043,0.6924440879466964,0.5434734905543943
2,27500.0,0.8851737713094749,0.8851737713094746,0.6874160296065132,0.5422431955420506
2,30000.0,0.8754272224375462,0.8754272224375467,0.6825387294658479,0.5411633682023245
2,32500.0,0.865892972275951,0.8658929722759513,0.677807345184245,0.5401547952585469
2,35000.0,0.8565641591394885,0.8565641591394882,0.6732172396051667,0.5394688144883732
2,37500.0,0.8474342138922524,0.847434213892252,0.6687639700021183,0.5393337866254769
2,40000.0,0.8384968445209409,0.8384968445209404,0.6644432779941032,0.5392532921009621
2,42500.0,0.829746021674153,0.8297460216741525,0.6602510800823008,0.5392642232229049
2,45000.0,0.8211759650978319,0.821175965097832,0.656183458763778,0.5394344868157801
2,47500.0,0.8127811309027267,0.8127811309027265,0.6522366541815948,0.5396544535353095
2,50000.0,0.804556199604935,0.8045561996049344,0.6484070562739083,0.5399232146298454
2,52500.0,0.7964960648853127,0.7964960648853121,0.6446911973876267,0.5402398833671996
2,55000.0,0.7885958230178379,0.788595823017838,0.6410857453248576,0.5406035943717334
2,57500.0,0.7808507629209422,0.7808507629209419,0.6375874967928491,0.5410135029852505
2,60000.0,0.7732563567893933,0.7732563567893936,0.6341933712303723,0.5403355151752379
2,62500.0,0.7658082512675882,0.765808251267589,0.6309004049855431,0.5387968455098182
2,65000.0,0.7585022591280987,0.7585022591280983,0.6277792164599784,0.5374360552066461
2,67500.0,0.7513343514220482,0.7513343514220481,0.6247653023806304,0.5361674442044012
2,70000.0,0.7443006500703994,0.7443006500703996,0.6218394841745605,0.5349665257788558
2,72500.0,0.7373974208675264,0.737397420867527,0.6189993460499966,0.5338314113116566
2,75000.0,0.7306210668705523,0.7306210668705524,0.6162425597438547,0.5327602817935212
2,77500.0,0.7239681221498608,0.7239681221498608,0.6135668805931609,0.5317513846465305
2,80000.0,0.7174352458779705,0.7174352458779708,0.6109701438161862,0.5308030307189211
2,82500.0,0.7110192167355875,0.7110192167355877,0.6084502609903454,0.529913591441556
2,85000.0,0.7047169276151577,0.7047169276151578,0.6060052167148221,0.5290814961360131
2,87500.0,0.698525380603624,0.698525380603624,0.6036330654467137,0.5283052294649428
