children,lower_gross,payor_3c,rule1_current,rule2_post_gross,rule3_post_net
2,90000.0,0.6924416822273627,0.6924416822273631,0.6013319285002623,0.5275833290159998
2,92500.0,0.6864630389434566,0.6864630389434564,0.5990999911994457,0.5271323822204425
2,95000.0,0.6805867528625431,0.680586752862543,0.6017166545743684,0.5335707300062649
2,97500.0,0.6748102176894768,0.674810217689477,0.598720329588152,0.5323849035710241
2,100000.0,0.6691309148689775,0.6691309148689777,0.5957592441451122,0.5311968300369265
2,102500.0,0.6635464099242859,0.6635464099242858,0.5928328882996455,0.530007047370143
2,105000.0,0.6580543489776459,0.658054348977646,0.5899407569207716,0.5288160618944193
2,107500.0,0.6526524554421634,0.6526524554421633,0.5870823499794973,0.5276243500827512
2,110000.0,0.6473385268752768,0.647338526875277,0.5842571727989406,0.526432360240601
2,112500.0,0.6421104319847002,0.6421104319847001,0.5814647362706078,0.5252405140878174
2,115000.0,0.6369661077782905,0.6369661077782905,0.5787045570399102,0.5240492082459012
2,117500.0,0.6319035568498289,0.6319035568498288,0.5759761576637471,0.5228588156367902
2,120000.0,0.6269208447932174,0.6269208447932174,0.5732790667427266,0.5216696867988868
2,122500.0,0.622016097738055,0.6220160977380551,0.5706128190303734,0.5204821511256605
2,125000.0,0.6171875,0.6171875,0.5679769555214723,0.5192965180317708
2,127500.0,0.6124332918397278,0.6124332918397277,0.5653710235215036,0.5181130780513189
2,130000.0,0.6077517673246741,0.607751767324674,0.5627945766989607,0.5169385111288788
2,132500.0,0.6031412722881038,0.6031412722881038,0.5602471751221868,0.5158660539803046
2,135000.0,0.5986002023803788,0.5986002023803786,0.5577283852822197,0.5147947124031965
2,137500.0,0.5941270012075994,0.5941270012075995,0.5552377801030122,0.5137247486559644
2,140000.0,0.5897201585530845,0.5897201585530842,0.5527749389402736,0.5126564099432639
2,142500.0,0.5853782086774182,0.5853782086774181,0.5503394475700712,0.5115899291988878
2,145000.0,0.5810997286930488,0.5810997286930489,0.5479308981682319,0.5105255258257464
2,147500.0,0.5768833370096474,0.5768833370096473,0.5455488892814955,0.509463406395493
2,150000.0,0.572727691846661,0.5727276918466612,0.5431930257912877,0.5084037653101773
3,0.0,1.0,1.0,0.708568023880597,0.536848156905962
3,2500.0,0.9960711207328563,0.9960711207328563,0.7003000912296286,0.5293607814448409
3,5000.0,0.9837464364903389,0.9837464364903387,0.6931549991690525,0.5220578385898815
3,7500.0,0.9717230185579914,0.971723018557991,0.6861485590819302,0.514958513797799
3,10000.0,0.9599899540203237,0.9599899540203235,0.6792770128092284,0.508085614792858
3,12500.0,0.9485368507454139,0.9485368507454138,0.6725367230266515,0.5017487853741187
3,15000.0,0.9373538066852788,0.9373538066852787,0.6659241694677096,0.49556971645050285
3,17500.0,0.9264313813225944,0.9264313813225954,0.6595567689824415,0.4896983792228652
3,20000.0,0.915760569090708,0.9157605690907076,0.6554506533086745,0.4867230987980071
3,22500.0,0.9053327746096526,0.9053327746096526,0.6554279185997653,0.488947403961232
3,25000.0,0.8951397895950426,0.8951397895950428,0.650996268367894,0.48637820451911007
3,27500.0,0.8851737713094749,0.885173771309475,0.6467124521580127,0.485048766887665
3,30000.0,0.8754272224375462,0.8754272224375469,0.6425716701642122,0.4838106132128297
3,32500.0,0.865892972275951,0.8658929722759505,0.6385693281397236,0.4826610054463002
3,35000.0,0.8565641591394885,0.856564159139488,0.634701026509251,0.4815973139588879
3,37500.0,0.8474342138922524,0.847434213892252,0.630962550166064,0.48100525277887574
3,40000.0,0.8384968445209409,0.8384968445209412,0.6273498589041271,0.481282090571774
3,42500.0,0.829746021674153,0.8297460216741531,0.6238590784396234,0.48207203706744894
3,45000.0,0.8211759650978319,0.8211759650978316,0.6204864919799483,0.4830078137126923
3,47500.0,0.8127811309027267,0.8127811309027265,0.617228532301616,0.4839933244584954
3,50000.0,0.804556199604935,0.8045561996049352,0.6140817743015982,0.485027676734667
3,52500.0,0.7964960648853127,0.7964960648853124,0.6110429279894124,0.48610999920242864
3,55000.0,0.7885958230178379,0.7885958230178385,0.6081088318898291,0.48723944112686124
3,57500.0,0.7808507629209422,0.7808507629209426,0.6052764468284014,0.4884151717714809
3,60000.0,0.7732563567893933,0.7732563567893931,0.602542850074148,0.4896363798140366
3,62500.0,0.7658082512675882,0.7658082512675882,0.5999052298156689,0.49090227278266824
3,65000.0,0.7585022591280987,0.7585022591280988,0.5974490447143801,0.4908534940172886
3,67500.0,0.7513343514220482,0.7513343514220484,0.5950975807338514,0.49054314908612034
3,70000.0,0.7443006500703994,0.7443006500703996,0.5928284880205427,0.4902906323095353
3,72500.0,0.7373974208675264,0.7373974208675266,0.5906395077645664,0.490094348010888
3,75000.0,0.7306210668705523,0.730621066870552,0.5885284629969735,0.4899527586853841
3,77500.0,0.7239681221498608,0.7239681221498604,0.6041208672052951,0.5134020379877653
3,80000.0,0.7174352458779705,0.7174352458779705,0.6014959486712531,0.5124782273526808
3,82500.0,0.7110192167355875,0.7110192167355872,0.5988950731486952,0.5115410986789068
3,85000.0,0.7047169276151577,0.7047169276151578,0.596318196670586,0.5105917863524814
3,87500.0,0.698525380603624,0.6985253806036242,0.5937652563597534,0.5096313579274541
3,90000.0,0.6924416822273627,0.692441682227363,0.5912361721233734,0.5086608181911674
3,92500.0,0.6864630389434566,0.686463038943457,0.5887308482155433,0.5078890045636207
3,95000.0,0.6805867528625431,0.6805867528625431,0.5862491746784312,0.5074711889043151
3,97500.0,0.6748102176894768,0.6748102176894766,0.5837910286716115,0.5070353496821973
3,100000.0,0.6691309148689775,0.6691309148689774,0.581356275698387,0.5065824852303087
3,102500.0,0.6635464099242859,0.6635464099242859,0.5789447707371693,0.506113544997745
3,105000.0,0.6580543489776459,0.6580543489776459,0.5765563592853181,0.5056294321255141
3,107500.0,0.6526524554421634,0.6526524554421637,0.5741908783222363,0.5051310058721153
3,110000.0,0.6473385268752768,0.6473385268752766,0.5718481571979571,0.5046190838985499
3,112500.0,0.6421104319847002,0.6421104319847,0.569528018452959,0.5040944444217903
3,115000.0,0.6369661077782905,0.6369661077782909,0.5672302785744744,0.5035578282450869
3,117500.0,0.6319035568498289,0.631903556849829,0.5649547486941418,0.5030099406729119
3,120000.0,0.6269208447932174,0.6269208447932177,0.5627012352314588,0.502451453317792
3,122500.0,0.622016097738055,0.6220160977380552,0.5604695404871437,0.5018830058057786
3,125000.0,0.6171875,0.6171874999999997,0.558259463190184,0.5013052073868469
3,127500.0,0.6124332918397278,0.612433291839728,0.5560707990020599,0.5007186384560771
3,130000.0,0.6077517673246741,0.6077517673246738,0.5539033409813511,0.5001299938180512
3,132500.0,0.6031412722881038,0.6031412722881035,0.5517568800116915,0.49962905172483224
3,135000.0,0.5986002023803788,0.5986002023803788,0.5496312051958064,0.4991193750208764
3,137500.0,0.5941270012075994,0.5941270012075995,0.5475261042181493,0.4986014677548917
3,140000.0,0.5897201585530845,0.5897201585530847,0.5454413636784751,0.4980758112873344
3,142500.0,0.5853782086774182,0.5853782086774182,0.543376769398496,0.49754286536667264
3,145000.0,0.5810997286930488,0.581099728693049,0.5413321067036124,0.4970030691494933
3,147500.0,0.5768833370096474,0.5768833370096476,0.5393071606815535,0.49645684216769104
3,150000.0,0.572727691846661,0.5727276918466612,0.5373017164196308,0.49590458524577175
