higher_gross,lower_gross,order_wk,gap_household,gap_per_person,order_pct_payor_net,line_7e,lag
60000.0,0.0,228.2776923076923,-17671.32,-26705.44,0.24932661205629067,0.2054989266671283,0.043827685389162374
65000.0,0.0,248.47000000000003,-19338.819999999996,-28897.939999999995,0.2514805118972313,0.205857497928749,0.04562301396848231
70000.0,0.0,268.6623076923077,-20656.319999999996,-30740.439999999995,0.25495829911488277,0.2061631544773036,0.04879514463757917
75000.0,0.0,288.8546153846154,-21823.819999999996,-32432.939999999995,0.25869433799784713,0.2064268044637458,0.052267533534101324
80000.0,0.0,309.0469230769231,-22991.319999999996,-34125.439999999995,0.26203228436328063,0.20665655058896149,0.05537573377431915
85000.0,0.0,329.23923076923074,-24158.82,-35817.94,0.26503254769921436,0.20685853752839398,0.058174010170820384
90000.0,0.0,346.79846153846154,-25600.159999999996,-37715.81999999999,0.26572636852574966,0.20547741670844538,0.060248951817304275
95000.0,0.0,364.10615384615386,-27067.659999999996,-39633.31999999999,0.26617256528309846,0.20410417834504765,0.06206838693805081
100000.0,0.0,381.4138461538462,-28535.159999999996,-41550.81999999999,0.2665795698924731,0.2028714046070128,0.0637081652854603
105000.0,0.0,398.72153846153844,-30002.659999999996,-43468.31999999999,0.26695232883767345,0.20175859250321124,0.06519373633446221
110000.0,0.0,416.0292307692307,-31470.160000000007,-45385.82000000001,0.2672949898066349,0.20074904420771314,0.06654594559892177
115000.0,0.0,433.3369230769231,-32937.659999999996,-47303.31999999999,0.2676110566788397,0.19982902344719947,0.06778203323164025
120000.0,0.0,450.64461538461535,-34405.16,-49220.82000000001,0.2679035097747799,0.1989871267959648,0.06891638297881508
125000.0,0.0,467.95230769230767,-35808.659999999996,-51074.31999999999,0.26836418578746823,0.1982138086083868,0.07015037717908143
130000.0,0.0,482.98,-37413.28000000001,-53069.66000000001,0.26763312411419315,0.19657305657305657,0.07106006754113658
135000.0,0.0,496.44153846153847,-39180.78000000001,-55187.16000000001,0.26611028930454544,0.1944424693440993,0.07166781996044613
140000.0,0.0,509.9030769230769,-40948.28000000001,-57304.66000000001,0.2646837565884044,0.19246653697627827,0.0722172196121261
145000.0,0.0,523.3646153846154,-42715.780000000006,-59422.16,0.26334467092753777,0.1906290101145947,0.07271566081294306
150000.0,0.0,536.8261538461538,-44483.280000000006,-61539.66,0.2620852306334557,0.18891583876993043,0.07316939186352525
